Index,RecordType,FrameIndex,World,ExecutingSystem,OriginSystem,Entities,ComponentTypes,Data
667,SetComponentData,261,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.75518762879074 DeltaTime=0.0106222}}]"
668,GetBufferRW,261,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
669,SetComponentData,261,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.75000019557774 DeltaTime=0.01666667}}]"
670,GetBufferRW,261,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
671,SetComponentData,261,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.75518762879074 DeltaTime=0.0106222}}]"
672,GetBufferRW,261,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
673,SetComponentData,261,"Default World",Unity.Entities.VariableRateSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=7.51085375994444 DeltaTime=0.0697292}}]"
674,GetBufferRW,261,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
675,SetComponentData,261,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.75518762879074 DeltaTime=0.0106222}}]"
676,GetBufferRW,262,"Default World",,,"Scene (Live converted): New Sub Scene (42:1)",Unity.Scenes.ResolvedSectionEntity,
677,SetComponentData,262,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.7699936311692 DeltaTime=0.014806}}]"
678,GetBufferRW,262,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
679,SetComponentData,262,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.76666686311364 DeltaTime=0.01666667}}]"
680,GetBufferRW,262,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
681,SetComponentData,262,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.7699936311692 DeltaTime=0.014806}}]"
682,SetComponentData,263,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.78498352598399 DeltaTime=0.01498989}}]"
683,GetBufferRW,263,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
684,SetComponentData,263,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.78333353064954 DeltaTime=0.01666667}}]"
685,GetBufferRW,263,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
686,SetComponentData,263,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.78498352598399 DeltaTime=0.01498989}}]"
687,SetComponentData,264,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.79482522793114 DeltaTime=0.009841702}}]"
688,SetComponentData,265,"Default World",Unity.Entities.UpdateWorldTimeSystem,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.80498722475022 DeltaTime=0.010162}}]"
689,GetBufferRW,265,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
690,SetComponentData,265,"Default World",Unity.Entities.FixedStepSimulationSystemGroup,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.80000019818544 DeltaTime=0.01666667}}]"
691,GetBufferRW,265,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTimeQueue,
692,GetComponentDataRW,265,"Default World",,,"WorldTime (43:1)",Unity.Entities.WorldTime,"[{Time={ElapsedTime=3.80000019818544 DeltaTime=0.01666667}}]"
